,missing_dates
3672,2019-01-11 05:43:45
3673,2019-01-11 05:07:36
3674,2019-01-11 05:07:36
3675,2019-01-11 05:19:17
3676,2019-01-11 05:19:17
3677,2019-01-11 06:57:49
3678,2019-01-11 06:23:11
3679,2019-01-11 06:24:34
3680,2019-01-11 06:31:48
3681,2019-01-11 06:31:35
3682,2019-01-11 07:06:40
3683,2019-01-11 06:47:44
3684,2019-01-11 06:37:18
3685,2019-01-11 07:01:31
3686,2019-01-11 07:01:31
3687,2019-01-11 06:38:59
3688,2019-01-11 06:38:59
3689,2019-01-11 06:54:02
3690,2019-01-11 06:54:02
3691,2019-01-11 07:00:15
3692,2019-01-11 06:13:35
3693,2019-01-11 06:13:35
3694,2019-01-11 06:10:35
3695,2019-01-11 07:14:21
3696,2019-01-11 06:33:04
3697,2019-01-11 06:33:04
3698,2019-01-11 06:52:56
3699,2019-01-11 07:19:46
3700,2019-01-12 06:54:46
3701,2019-01-11 07:38:28
3702,2019-01-11 07:25:55
3703,2019-01-11 07:53:41
3704,2019-01-11 07:28:35
3705,2019-01-11 07:57:46
3706,2019-01-11 07:28:50
3707,2019-01-11 07:59:06
3708,2019-01-11 07:38:21
3709,2019-01-11 08:22:48
3710,2019-01-11 07:55:18
3711,2019-01-11 08:09:01
3712,2019-01-11 07:52:51
3713,2019-01-11 08:01:03
3714,2019-01-11 07:59:24
3715,2019-01-11 08:45:20
3716,2019-01-11 08:02:37
3717,2019-01-11 08:05:00
3718,2019-01-11 08:21:48
3719,2019-01-11 08:23:11
3720,2019-01-12 00:00:00
3721,2019-01-11 08:23:56
3722,2019-01-11 09:01:10
3723,2019-01-11 09:05:54
3724,2019-01-11 08:47:54
3725,2019-01-11 08:52:48
3726,2019-01-11 08:28:13
3727,2019-01-11 09:45:22
3728,2019-01-11 08:30:02
3729,2019-01-11 08:30:02
3730,2019-01-11 08:30:44
3731,2019-01-11 08:51:36
3732,2019-01-11 08:41:55
3733,2019-01-11 09:58:44
3734,2019-01-11 10:00:49
3735,2019-01-11 09:00:12
3736,2019-01-11 09:02:05
3737,2019-01-11 09:53:47
3738,2019-01-11 09:08:03
3739,2019-01-11 09:35:59
3740,2019-01-11 09:15:47
3741,2019-01-11 09:43:10
3742,2019-01-11 08:59:18
3743,2019-01-11 10:18:36
3744,2019-01-11 10:01:44
3745,2019-01-11 09:50:33
3746,2019-01-11 09:41:38
3747,2019-01-11 09:41:38
3748,2019-01-11 09:44:10
3749,2019-01-11 09:17:46
3750,2019-01-11 10:11:15
3751,2019-01-11 10:43:28
3752,2019-01-11 10:13:48
3753,2019-01-11 10:33:53
3754,2019-01-11 10:13:22
3755,2019-01-11 11:00:04
3756,2019-01-11 10:42:32
3757,2019-01-11 10:34:14
3758,2019-01-11 11:00:31
3759,2019-01-11 11:00:54
3760,2019-01-11 11:02:22
3761,2019-01-11 10:46:53
3762,2019-01-11 10:55:06
3763,2019-01-11 11:12:42
3764,2019-01-11 10:28:05
3765,2019-01-11 10:44:44
3766,2019-01-11 10:04:50
3767,2019-01-11 10:42:18
3768,2019-01-11 10:10:59
3769,2019-01-11 10:50:22
3770,2019-01-11 11:03:33
3771,2019-01-11 10:44:59
3772,2019-01-11 10:58:38
3773,2019-01-11 10:32:15
3774,2019-01-11 10:10:07
3775,2019-01-11 10:11:08
3776,2019-01-11 10:29:36
3777,2019-01-11 10:39:15
3778,2019-01-11 10:20:10
3779,2019-01-11 10:02:49
3780,2019-01-11 10:16:04
3781,2019-01-11 11:52:10
3782,2019-01-11 11:26:39
3783,2019-01-11 11:48:06
3784,2019-01-11 11:43:39
3785,2019-01-11 11:05:28
3786,2019-01-11 11:58:57
3787,2019-01-11 11:21:55
3788,2019-01-11 12:02:10
3789,2019-01-11 12:06:45
3790,2019-01-11 11:20:03
3791,2019-01-11 11:23:11
3792,2019-01-11 11:51:36
3793,2019-01-11 11:26:24
3794,2019-01-11 11:24:10
3795,2019-01-11 11:54:04
3796,2019-01-11 11:08:37
3797,2019-01-11 11:32:35
3798,2019-01-11 11:55:21
3799,2019-01-11 11:49:00
3800,2019-01-11 11:49:00
3801,2019-01-11 11:36:36
3802,2019-01-11 11:38:25
3803,2019-01-11 11:45:05
3804,2019-01-11 11:29:55
3805,2019-01-11 11:42:27
3806,2019-01-11 12:25:46
3807,2019-01-11 12:30:40
3808,2019-01-11 12:23:21
3809,2019-01-11 12:30:42
3810,2019-01-11 13:03:25
3811,2019-01-11 12:59:58
3812,2019-01-11 12:59:58
3813,2019-01-11 12:21:44
3814,2019-01-11 12:30:09
3815,2019-01-11 12:33:53
3816,2019-01-11 13:03:13
3817,2019-01-11 12:22:03
3818,2019-01-11 12:48:15
3819,2019-01-11 12:49:53
3820,2019-01-11 12:52:47
3821,2019-01-11 12:19:55
3822,2019-01-11 12:32:35
3823,2019-01-11 12:33:35
3824,2019-01-11 12:34:38
3825,2019-01-11 12:36:54
3826,2019-01-11 12:19:50
3827,2019-01-11 12:56:26
3828,2019-01-11 12:28:13
3829,2019-01-11 12:28:13
3830,2019-01-11 12:49:04
3831,2019-01-11 12:49:04
3832,2019-01-11 13:15:12
3833,2019-01-11 13:06:01
3834,2019-01-11 13:42:27
3835,2019-01-11 13:17:26
3836,2019-01-11 13:23:17
3837,2019-01-11 13:45:43
3838,2019-01-11 12:26:35
3839,2019-01-11 13:00:42
3840,2019-01-11 13:00:42
3841,2019-01-11 13:21:30
3842,2019-01-11 13:45:44
3843,2019-01-11 13:40:52
3844,2019-01-11 13:46:12
3845,2019-01-11 13:43:40
3846,2019-01-11 13:31:06
3847,2019-01-11 13:56:05
3848,2019-01-11 13:07:37
3849,2019-01-11 13:21:38
3850,2019-01-11 14:31:30
3851,2019-01-11 13:36:23
3852,2019-01-11 13:34:05
3853,2019-01-11 14:06:47
3854,2019-01-11 14:04:09
3855,2019-01-11 14:38:20
3856,2019-01-11 14:09:36
3857,2019-01-11 14:51:31
3858,2019-01-11 15:02:47
3859,2019-01-11 14:03:48
3860,2019-01-11 14:25:06
3861,2019-01-12 13:12:26
3862,2019-01-11 13:14:28
3863,2019-01-11 15:37:09
3864,2019-01-11 14:53:32
3865,2019-01-11 14:17:59
3866,2019-01-11 14:27:38
3867,2019-01-11 14:26:22
3868,2019-01-11 14:38:57
3869,2019-01-11 14:26:29
3870,2019-01-11 14:26:29
3871,2019-01-11 15:32:09
3872,2019-01-11 14:04:21
3873,2019-01-11 14:16:43
3874,2019-01-11 14:54:13
3875,2019-01-11 14:54:24
3876,2019-01-11 15:23:58
3877,2019-01-11 15:06:32
3878,2019-01-11 15:22:53
3879,2019-01-11 15:46:16
3880,2019-01-11 15:28:13
3881,2019-01-11 15:15:06
3882,2019-01-11 15:22:33
3883,2019-01-11 15:16:36
3884,2019-01-11 15:13:29
3885,2019-01-11 14:39:46
3886,2019-01-12 13:42:50
3887,2019-01-11 15:13:50
3888,2019-01-11 15:51:02
3889,2019-01-11 15:10:13
3890,2019-01-11 15:11:53
3891,2019-01-11 15:48:12
3892,2019-01-11 16:08:16
3893,2019-01-11 15:52:31
3894,2019-01-11 15:48:43
3895,2019-01-11 17:09:21
3896,2019-01-11 15:55:56
3897,2019-01-11 15:55:56
3898,2019-01-11 15:14:48
3899,2019-01-11 16:43:22
3900,2019-01-11 16:50:16
3901,2019-01-11 17:06:48
3902,2019-01-11 16:07:01
3903,2019-01-11 16:58:16
3904,2019-01-11 16:57:56
3905,2019-01-11 16:41:10
3906,2019-01-11 16:14:44
3907,2019-01-11 16:06:56
3908,2019-01-11 16:35:31
3909,2019-01-11 16:38:08
3910,2019-01-11 16:00:34
3911,2019-01-11 16:00:34
3912,2019-01-11 16:59:54
3913,2019-01-11 16:41:30
3914,2019-01-11 17:03:06
3915,2019-01-11 16:42:57
3916,2019-01-11 16:42:57
3917,2019-01-11 16:57:43
3918,2019-01-11 16:51:22
3919,2019-01-11 16:20:37
3920,2019-01-11 16:20:37
3921,2019-01-11 16:28:07
3922,2019-01-11 16:47:59
3923,2019-01-11 16:45:41
3924,2019-01-11 16:45:41
3925,2019-01-11 16:27:27
3926,2019-01-11 16:28:26
3927,2019-01-11 16:31:10
3928,2019-01-11 16:39:38
3929,2019-01-11 16:09:07
3930,2019-01-11 16:42:50
3931,2019-01-11 16:44:00
3932,2019-01-11 16:35:47
3933,2019-01-11 17:18:48
3934,2019-01-11 17:16:35
3935,2019-01-11 17:16:35
3936,2019-01-11 17:53:36
3937,2019-01-11 17:10:15
3938,2019-01-11 17:10:15
3939,2019-01-11 17:44:43
3940,2019-01-11 17:56:11
3941,2019-01-11 18:13:25
3942,2019-01-11 17:18:43
3943,2019-01-11 17:53:55
3944,2019-01-11 17:11:51
3945,2019-01-11 17:40:47
3946,2019-01-11 18:31:36
3947,2019-01-11 17:03:15
3948,2019-01-11 17:53:59
3949,2019-01-11 17:19:09
3950,2019-01-11 17:33:26
3951,2019-01-11 17:49:35
3952,2019-01-11 17:36:58
3953,2019-01-11 18:03:03
3954,2019-01-11 17:33:08
3955,2019-01-11 17:44:39
3956,2019-01-11 17:10:15
3957,2019-01-11 18:58:30
3958,2019-01-11 18:51:23
3959,2019-01-11 19:18:04
3960,2019-01-11 18:45:50
3961,2019-01-11 18:20:22
3962,2019-01-11 18:16:32
3963,2019-01-11 18:16:32
3964,2019-01-11 18:51:07
3965,2019-01-11 18:44:17
3966,2019-01-11 18:41:58
3967,2019-01-11 18:51:22
3968,2019-01-11 18:11:04
3969,2019-01-11 19:01:46
3970,2019-01-11 18:01:35
3971,2019-01-12 17:53:55
3972,2019-01-11 18:03:13
3973,2019-01-11 18:44:02
3974,2019-01-11 18:51:55
3975,2019-01-11 19:07:15
3976,2019-01-11 18:11:37
3977,2019-01-11 18:11:37
3978,2019-01-11 18:29:25
3979,2019-01-11 19:05:43
3980,2019-01-11 18:38:10
3981,2019-01-11 18:24:14
3982,2019-01-11 19:07:42
3983,2019-01-11 18:10:38
3984,2019-01-11 19:09:29
3985,2019-01-11 19:32:37
3986,2019-01-11 20:01:04
3987,2019-01-11 19:03:43
3988,2019-01-11 19:51:11
3989,2019-01-11 19:51:14
3990,2019-01-11 19:23:03
3991,2019-01-11 19:49:16
3992,2019-01-11 19:46:07
3993,2019-01-11 19:42:54
3994,2019-01-11 19:31:04
3995,2019-01-11 19:21:58
3996,2019-01-11 19:21:58
3997,2019-01-11 20:05:56
3998,2019-01-11 19:22:23
3999,2019-01-11 19:52:26
4000,2019-01-11 19:28:03
4001,2019-01-11 19:28:14
4002,2019-01-11 19:27:33
4003,2019-01-11 19:52:27
4004,2019-01-11 19:21:40
4005,2019-01-11 19:45:33
4006,2019-01-11 19:45:16
4007,2019-01-11 19:47:19
4008,2019-01-11 19:11:41
4009,2019-01-11 16:49:43
4010,2019-01-11 16:49:43
4011,2019-01-11 19:18:39
4012,2019-01-11 20:03:27
4013,2019-01-11 19:57:11
4014,2019-01-11 19:38:09
4015,2019-01-11 19:32:28
4016,2019-01-11 19:59:19
4017,2019-01-11 20:51:16
4018,2019-01-11 20:22:27
4019,2019-01-11 20:30:57
4020,2019-01-11 20:55:40
4021,2019-01-11 20:24:10
4022,2019-01-11 20:14:32
4023,2019-01-11 20:50:24
4024,2019-01-11 20:21:35
4025,2019-01-11 20:22:10
4026,2019-01-11 20:18:20
4027,2019-01-11 20:35:02
4028,2019-01-11 20:43:26
4029,2019-01-11 20:58:14
4030,2019-01-11 20:52:45
4031,2019-01-11 20:23:16
4032,2019-01-11 20:44:18
4033,2019-01-11 20:41:19
4034,2019-01-11 20:36:44
4035,2019-01-11 20:38:13
4036,2019-01-11 20:40:33
4037,2019-01-11 20:53:11
4038,2019-01-11 20:05:43
4039,2019-01-11 20:40:49
4040,2019-01-11 20:21:23
4041,2019-01-11 20:54:07
4042,2019-01-11 20:40:34
4043,2019-01-11 22:02:56
4044,2019-01-11 21:18:54
4045,2019-01-11 21:30:32
4046,2019-01-11 22:09:28
4047,2019-01-11 21:49:24
4048,2019-01-11 21:05:03
4049,2019-01-11 21:15:55
4050,2019-01-11 21:18:31
4051,2019-01-11 21:30:39
4052,2019-01-11 21:30:39
4053,2019-01-11 21:15:53
4054,2019-01-11 21:16:08
4055,2019-01-11 20:07:06
4056,2019-01-11 21:36:38
4057,2019-01-11 21:26:28
4058,2019-01-11 21:40:02
4059,2019-01-11 22:18:31
4060,2019-01-11 21:37:10
4061,2019-01-11 21:13:54
4062,2019-01-11 21:30:47
4063,2019-01-11 21:09:16
4064,2019-01-11 21:57:30
4065,2019-01-11 21:31:29
4066,2019-01-11 22:43:19
4067,2019-01-11 22:39:12
4068,2019-01-11 22:52:24
4069,2019-01-11 22:33:52
4070,2019-01-11 22:05:09
4071,2019-01-11 22:45:20
4072,2019-01-11 22:55:59
4073,2019-01-11 22:50:31
4074,2019-01-11 22:12:19
4075,2019-01-11 22:10:52
4076,2019-01-11 22:50:11
4077,2019-01-11 22:41:49
4078,2019-01-11 22:57:58
4079,2019-01-11 22:05:24
4080,2019-01-11 23:19:22
4081,2019-01-11 23:23:39
4082,2019-01-11 23:36:16
4083,2019-01-11 23:08:06
4084,2019-01-11 23:30:25
4085,2019-01-12 00:16:13
4086,2019-01-12 00:01:39
4087,2019-01-11 23:54:11
4088,2019-01-11 23:48:24
4089,2019-01-11 23:22:11
4090,2019-01-11 23:09:24
4091,2019-01-11 23:46:00
4092,2019-01-11 23:03:10
4093,2019-01-11 23:44:12
4094,2019-01-11 23:05:28
4095,2019-01-11 23:12:18
4096,2019-01-12 00:19:57
4097,2019-01-12 00:56:31
4098,2019-01-12 00:46:22
4099,2019-01-12 00:53:05
4100,2019-01-12 00:05:25
4101,2019-01-12 00:48:01
4102,2019-01-12 00:39:24
4103,2019-01-12 00:19:37
4104,2019-01-12 00:39:32
4105,2019-01-12 00:30:43
4106,2019-01-12 00:09:41
4107,2019-01-12 00:32:45
4108,2019-01-12 00:54:42
4109,2019-01-12 00:47:07
4110,2019-01-12 01:28:35
4111,2019-01-12 01:47:25
4112,2019-01-12 01:35:40
4113,2019-01-12 02:00:18
4114,2019-01-12 01:07:50
4115,2019-01-12 01:56:09
4116,2019-01-12 01:29:59
4117,2019-01-12 02:40:49
4118,2019-01-12 03:03:07
4119,2019-01-12 02:55:47
4120,2019-01-12 02:23:32
4121,2019-01-12 02:41:11
4122,2019-01-12 02:41:11
4123,2019-01-12 02:47:22
4124,2019-01-12 02:47:22
4125,2019-01-12 01:59:22
4126,2019-01-12 03:04:40
4127,2019-01-12 02:53:58
4128,2019-01-12 02:22:14
4129,2019-01-12 03:29:47
4130,2019-01-12 03:50:50
4131,2019-01-12 03:54:46
4132,2019-01-12 03:59:37
4133,2019-01-12 03:06:45
4134,2019-01-12 03:56:35
4135,2019-01-12 03:52:14
4136,2019-01-12 04:28:43
4137,2019-01-12 04:23:16
4138,2019-01-12 04:27:45
4139,2019-01-12 04:13:45
4140,2019-01-12 04:34:28
4141,2019-01-12 04:25:18
4142,2019-01-12 05:00:52
4143,2019-01-12 04:39:09
4144,2019-01-12 05:05:33
4145,2019-01-12 04:56:13
4146,2019-01-12 06:01:50
4147,2019-01-12 06:01:50
4148,2019-01-12 06:10:23
4149,2019-01-12 06:10:23
4150,2019-01-12 06:20:23
4151,2019-01-12 07:47:26
4152,2019-01-12 07:38:58
4153,2019-01-12 07:38:58
4154,2019-01-12 07:37:47
4155,2019-01-12 07:14:48
4156,2019-01-12 08:49:58
4157,2019-01-12 08:49:58
4158,2019-01-12 08:23:24
4159,2019-01-12 08:27:51
4160,2019-01-12 08:21:34
4161,2019-01-12 07:52:19
4162,2019-01-12 07:52:19
4163,2019-01-12 08:55:11
4164,2019-01-12 08:16:03
4165,2019-01-12 08:02:05
4166,2019-01-12 09:56:46
4167,2019-01-12 09:38:17
4168,2019-01-12 09:38:17
4169,2019-01-12 08:59:44
4170,2019-01-12 09:08:06
4171,2019-01-12 10:00:18
4172,2019-01-12 09:59:01
4173,2019-01-12 09:53:56
4174,2019-01-12 09:07:31
4175,2019-01-12 09:18:27
4176,2019-01-12 09:49:00
4177,2019-01-12 09:49:00
4178,2019-01-12 09:48:20
4179,2019-01-12 10:57:42
4180,2019-01-12 09:55:49
4181,2019-01-12 09:07:27
4182,2019-01-12 09:43:45
4183,2019-01-12 09:57:01
4184,2019-01-12 09:24:17
4185,2019-01-12 10:14:06
4186,2019-01-12 10:08:43
4187,2019-01-12 10:08:43
4188,2019-01-12 10:36:23
4189,2019-01-12 10:36:23
4190,2019-01-12 10:58:34
4191,2019-01-12 10:46:48
4192,2019-01-12 10:02:57
4193,2019-01-12 10:51:28
4194,2019-01-12 10:51:28
4195,2019-01-12 10:14:06
4196,2019-01-12 10:36:11
4197,2019-01-12 11:03:41
4198,2019-01-12 09:58:23
4199,2019-01-12 10:03:58
4200,2019-01-12 10:31:33
4201,2019-01-12 10:35:52
4202,2019-01-12 10:35:52
4203,2019-01-12 10:46:01
4204,2019-01-12 11:25:55
4205,2019-01-12 10:53:04
4206,2019-01-12 10:53:04
4207,2019-01-12 11:22:21
4208,2019-01-12 10:32:26
4209,2019-01-12 11:10:10
4210,2019-01-12 11:57:05
4211,2019-01-12 11:26:34
4212,2019-01-12 11:27:53
4213,2019-01-12 11:37:12
4214,2019-01-12 11:50:04
4215,2019-01-12 11:56:03
4216,2019-01-12 11:04:23
4217,2019-01-12 11:04:23
4218,2019-01-12 11:17:20
4219,2019-01-12 11:21:48
4220,2019-01-12 11:21:48
4221,2019-01-12 11:52:18
4222,2019-01-12 11:44:47
4223,2019-01-12 11:26:24
4224,2019-01-12 11:33:53
4225,2019-01-12 11:22:34
4226,2019-01-12 11:44:10
4227,2019-01-12 11:28:09
4228,2019-01-12 11:28:09
4229,2019-01-12 11:17:47
4230,2019-01-12 11:55:27
4231,2019-01-12 11:55:27
4232,2019-01-12 11:39:10
4233,2019-01-12 11:14:44
4234,2019-01-12 12:24:06
4235,2019-01-12 12:26:28
4236,2019-01-12 12:09:16
4237,2019-01-12 12:38:01
4238,2019-01-12 12:51:28
4239,2019-01-12 12:51:28
4240,2019-01-12 12:52:57
4241,2019-01-12 12:52:57
4242,2019-01-12 12:48:20
4243,2019-01-12 13:33:11
4244,2019-01-12 12:07:23
4245,2019-01-12 12:55:47
4246,2019-01-12 12:42:11
4247,2019-01-12 12:45:09
4248,2019-01-12 12:04:12
4249,2019-01-12 12:48:33
4250,2019-01-12 12:37:10
4251,2019-01-12 12:39:18
4252,2019-01-12 12:38:39
4253,2019-01-12 12:03:09
4254,2019-01-12 12:03:09
4255,2019-01-12 12:16:57
4256,2019-01-12 12:09:53
4257,2019-01-12 12:31:16
4258,2019-01-12 12:57:07
4259,2019-01-12 12:32:29
4260,2019-01-12 12:32:29
4261,2019-01-12 12:25:42
4262,2019-01-12 12:03:11
4263,2019-01-12 12:18:35
4264,2019-01-12 12:28:15
4265,2019-01-12 13:10:13
4266,2019-01-12 14:05:56
4267,2019-01-12 13:54:29
4268,2019-01-12 13:28:30
4269,2019-01-12 13:39:25
4270,2019-01-12 13:51:33
4271,2019-01-12 13:35:01
4272,2019-01-12 13:44:19
4273,2019-01-12 13:44:19
4274,2019-01-12 13:55:58
4275,2019-01-12 13:55:58
4276,2019-01-12 13:51:31
4277,2019-01-12 13:55:43
4278,2019-01-12 13:54:08
4279,2019-01-12 13:01:02
4280,2019-01-12 14:02:43
4281,2019-01-12 13:09:44
4282,2019-01-12 13:07:31
4283,2019-01-12 13:39:27
4284,2019-01-12 14:03:25
4285,2019-01-12 13:22:18
4286,2019-01-12 13:22:18
4287,2019-01-12 13:33:30
4288,2019-01-12 13:30:58
4289,2019-01-12 13:52:29
4290,2019-01-12 13:49:27
4291,2019-01-13 13:44:19
4292,2019-01-12 14:00:52
4293,2019-01-12 14:54:27
4294,2019-01-12 15:03:18
4295,2019-01-12 14:28:43
4296,2019-01-12 14:51:47
4297,2019-01-12 14:00:43
4298,2019-01-12 14:51:32
4299,2019-01-12 14:51:32
4300,2019-01-12 14:54:14
4301,2019-01-12 14:18:22
4302,2019-01-12 15:04:50
4303,2019-01-12 14:33:55
4304,2019-01-12 15:02:43
4305,2019-01-12 14:24:14
4306,2019-01-12 14:24:05
4307,2019-01-12 15:00:27
4308,2019-01-12 14:42:59
4309,2019-01-12 14:09:38
4310,2019-01-12 14:09:13
4311,2019-01-12 14:11:00
4312,2019-01-12 14:58:51
4313,2019-01-12 14:58:51
4314,2019-01-12 14:20:51
4315,2019-01-12 14:32:40
4316,2019-01-12 14:51:01
4317,2019-01-12 14:44:08
4318,2019-01-12 14:44:08
4319,2019-01-12 14:56:13
4320,2019-01-12 15:40:27
4321,2019-01-12 15:24:59
4322,2019-01-12 15:43:03
4323,2019-01-12 15:14:12
4324,2019-01-12 15:59:37
4325,2019-01-12 15:25:48
4326,2019-01-12 16:07:58
4327,2019-01-12 15:08:58
4328,2019-01-12 15:28:54
4329,2019-01-12 15:22:07
4330,2019-01-12 15:22:07
4331,2019-01-12 16:02:31
4332,2019-01-12 15:25:20
4333,2019-01-12 15:13:23
4334,2019-01-12 15:32:54
4335,2019-01-12 15:38:09
4336,2019-01-12 15:41:43
4337,2019-01-12 15:31:18
4338,2019-01-12 15:51:21
4339,2019-01-12 15:40:00
4340,2019-01-12 15:52:30
4341,2019-01-12 15:14:54
4342,2019-01-12 15:54:31
4343,2019-01-12 15:38:25
4344,2019-01-12 15:38:25
4345,2019-01-12 15:42:51
4346,2019-01-12 15:43:01
4347,2019-01-12 15:16:32
4348,2019-01-12 15:58:12
4349,2019-01-12 16:24:22
4350,2019-01-12 16:30:44
4351,2019-01-12 16:29:54
4352,2019-01-12 16:31:36
4353,2019-01-13 14:49:41
4354,2019-01-12 16:05:17
4355,2019-01-12 16:26:59
4356,2019-01-12 16:17:08
4357,2019-01-12 16:27:32
4358,2019-01-12 16:25:11
4359,2019-01-12 17:13:03
4360,2019-01-12 16:26:51
4361,2019-01-12 17:15:17
4362,2019-01-12 16:12:30
4363,2019-01-12 16:41:14
4364,2019-01-12 16:56:47
4365,2019-01-12 16:13:55
4366,2019-01-12 16:16:50
4367,2019-01-12 17:05:25
4368,2019-01-12 16:29:55
4369,2019-01-12 16:19:22
4370,2019-01-12 16:59:36
4371,2019-01-12 16:28:31
4372,2019-01-12 16:48:36
4373,2019-01-12 16:05:23
4374,2019-01-13 16:07:10
4375,2019-01-12 17:09:00
4376,2019-01-12 17:34:13
4377,2019-01-12 17:30:57
4378,2019-01-12 17:22:22
4379,2019-01-12 17:42:38
4380,2019-01-12 16:43:47
4381,2019-01-12 18:04:03
4382,2019-01-12 17:54:23
4383,2019-01-12 17:33:36
4384,2019-01-12 17:06:33
4385,2019-01-12 17:04:47
4386,2019-01-12 17:04:47
4387,2019-01-12 17:39:21
4388,2019-01-12 17:08:09
4389,2019-01-12 17:22:29
4390,2019-01-12 17:33:30
4391,2019-01-12 18:59:42
4392,2019-01-12 18:03:15
4393,2019-01-12 18:39:41
4394,2019-01-12 18:03:13
4395,2019-01-12 18:52:03
4396,2019-01-12 18:52:03
4397,2019-01-12 19:02:05
4398,2019-01-12 18:15:41
4399,2019-01-12 18:44:10
4400,2019-01-12 17:22:32
4401,2019-01-12 18:51:59
4402,2019-01-12 18:37:43
4403,2019-01-12 19:04:41
4404,2019-01-12 18:20:17
4405,2019-01-12 18:45:15
4406,2019-01-12 18:14:43
4407,2019-01-12 18:41:01
4408,2019-01-12 18:22:38
4409,2019-01-12 18:24:26
4410,2019-01-12 18:24:26
4411,2019-01-12 18:17:48
4412,2019-01-12 18:43:06
4413,2019-01-12 18:30:21
4414,2019-01-12 18:52:03
4415,2019-01-12 18:28:40
4416,2019-01-12 19:50:14
4417,2019-01-12 19:29:49
4418,2019-01-12 19:22:50
4419,2019-01-12 19:24:34
4420,2019-01-12 19:29:44
4421,2019-01-12 19:20:06
4422,2019-01-12 19:25:19
4423,2019-01-12 19:53:01
4424,2019-01-12 19:58:38
4425,2019-01-12 19:36:44
4426,2019-01-12 19:45:52
4427,2019-01-12 19:57:19
4428,2019-01-12 19:41:50
4429,2019-01-12 19:45:35
4430,2019-01-12 20:03:54
4431,2019-01-12 19:39:27
4432,2019-01-12 20:56:43
4433,2019-01-12 20:12:34
4434,2019-01-12 20:26:10
4435,2019-01-12 21:03:03
4436,2019-01-12 20:33:02
4437,2019-01-12 20:52:28
4438,2019-01-12 20:42:02
4439,2019-01-12 20:25:56
4440,2019-01-12 20:51:41
4441,2019-01-12 20:51:41
4442,2019-01-12 20:37:33
4443,2019-01-12 20:14:37
4444,2019-01-12 20:15:50
4445,2019-01-12 20:15:50
4446,2019-01-12 20:14:48
4447,2019-01-12 20:46:41
4448,2019-01-12 20:18:35
4449,2019-01-12 20:15:33
4450,2019-01-12 20:15:33
4451,2019-01-12 20:21:47
4452,2019-01-12 20:21:47
4453,2019-01-12 20:45:49
4454,2019-01-12 21:01:40
4455,2019-01-12 20:32:51
4456,2019-01-12 20:44:09
4457,2019-01-12 21:02:17
4458,2019-01-12 21:15:01
4459,2019-01-12 21:05:19
4460,2019-01-12 22:10:01
4461,2019-01-12 22:19:07
4462,2019-01-12 21:50:26
4463,2019-01-12 20:36:23
4464,2019-01-12 20:37:53
4465,2019-01-12 21:17:56
4466,2019-01-12 21:16:19
4467,2019-01-12 21:55:36
4468,2019-01-12 21:41:10
4469,2019-01-12 21:56:49
4470,2019-01-12 21:15:05
4471,2019-01-12 21:31:38
4472,2019-01-12 22:59:31
4473,2019-01-13 10:40:38
4474,2019-01-12 22:27:19
4475,2019-01-12 22:39:25
4476,2019-01-12 22:52:11
4477,2019-01-12 22:28:09
4478,2019-01-12 22:40:17
4479,2019-01-12 22:46:44
4480,2019-01-12 22:54:50
4481,2019-01-12 23:18:06
4482,2019-01-12 22:24:01
4483,2019-01-12 23:06:49
4484,2019-01-12 22:03:33
4485,2019-01-12 22:49:36
4486,2019-01-12 23:24:35
4487,2019-01-12 23:07:35
4488,2019-01-12 23:18:17
4489,2019-01-13 00:01:18
4490,2019-01-12 23:12:40
4491,2019-01-12 23:19:06
4492,2019-01-12 23:08:39
4493,2019-01-12 23:11:19
4494,2019-01-12 23:35:58
4495,2019-01-13 00:39:11
4496,2019-01-12 23:02:10
4497,2019-01-12 23:59:09
4498,2019-01-12 23:47:29
4499,2019-01-12 23:47:29
4500,2019-01-12 23:20:25
4501,2019-01-13 00:18:07
4502,2019-01-13 00:45:56
4503,2019-01-13 00:03:22
4504,2019-01-13 00:02:37
4505,2019-01-13 00:37:44
4506,2019-01-13 01:00:24
4507,2019-01-13 00:17:32
4508,2019-01-13 00:48:19
4509,2019-01-13 00:44:13
4510,2019-01-13 01:01:25
4511,2019-01-13 00:43:23
4512,2019-01-13 00:08:25
4513,2019-01-13 01:34:49
4514,2019-01-13 01:29:01
4515,2019-01-13 02:08:14
4516,2019-01-13 01:55:01
4517,2019-01-13 01:19:43
4518,2019-01-13 01:19:43
4519,2019-01-13 01:11:51
4520,2019-01-13 01:03:39
4521,2019-01-13 01:06:28
4522,2019-01-13 01:48:37
4523,2019-01-13 01:55:37
4524,2019-01-13 01:55:37
4525,2019-01-13 01:15:54
4526,2019-01-13 01:38:42
4527,2019-01-13 01:55:09
4528,2019-01-13 01:10:27
4529,2019-01-14 01:10:27
4530,2019-01-13 01:11:46
4531,2019-01-13 01:41:42
4532,2019-01-13 02:49:30
4533,2019-01-13 02:48:24
4534,2019-01-13 02:39:37
4535,2019-01-13 02:50:05
4536,2019-01-13 02:59:40
4537,2019-01-13 02:17:48
4538,2019-01-13 02:08:37
4539,2019-01-13 02:02:45
4540,2019-01-13 02:15:24
4541,2019-01-13 02:17:09
4542,2019-01-13 02:52:51
4543,2019-01-13 02:44:47
4544,2019-01-13 02:18:28
4545,2019-01-13 02:18:07
